0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,1201,0000,0000,0000,0000,0000,1221,0000,0000,0000
0000,0000,0000,1201,0000,0000,0000,0000,0000,1211,0000,0000,0000
0000,0000,0000,0000,1221,0000,0000,0000,1261,0000,0000,0000,0000
0000,0000,0000,0000,1211,0000,0000,0000,1251,0000,0000,0000,0000
0000,0000,0000,2032,2042,2002,2002,2032,2042,2002,0000,0000,0000
0000,0000,0000,2022,2052,2002,2002,2042,2032,2072,0000,0000,0000
0000,0000,2012,2032,0962,2002,2002,2052,0922,2002,2002,0000,0000
0000,0000,2072,2002,0972,2042,2002,2062,0912,2002,2002,0000,0000
0000,2052,2062,2002,2002,2052,2002,2072,2072,2002,2002,2002,0000
0000,2072,2062,2022,2002,2002,2002,2012,2062,2002,2002,2002,0000
0000,2012,2012,2052,2002,2002,2002,2022,2052,2002,2002,2002,0000
0000,2022,0000,2042,2002,2002,2002,2032,2042,2002,0000,2002,0000
0000,2032,0000,2032,0000,0000,0000,0000,0000,2002,0000,2002,0000
0000,2042,0000,2022,0000,0000,0000,0000,0000,2002,0000,2002,0000
0000,0000,0000,0000,2012,2052,0000,2042,2032,0000,0000,0000,0000
0000,0000,0000,0000,2072,2062,0000,2012,2022,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
